col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col23,col24,col25,col26,col27,col28,col29,col30,col31,target
67,1,1,2,1,3,1,3,3,1,6,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,3,0
24,3,1,2,2,3,3,1,3,1,2,2,2,1,2,1,1,1,1,2,2,2,3,3,1,1,3,3,0
26,3,1,2,2,3,1,2,1,2,3,2,1,2,1,2,1,1,2,1,2,2,3,3,2,2,3,1,0
20,2,1,1,1,1,2,1,4,4,6,1,2,2,2,2,1,2,1,2,2,3,1,1,2,1,1,1,1
64,2,1,2,2,1,3,2,4,2,2,2,2,1,1,1,2,2,1,1,2,1,2,3,1,2,3,2,1
10,1,1,2,2,2,1,1,3,5,6,2,1,2,1,2,2,1,2,1,1,1,3,1,2,1,3,1,0
67,2,1,2,2,3,1,2,4,3,2,1,1,1,1,1,1,2,1,1,2,2,1,3,2,2,3,3,0
24,3,1,1,1,1,1,3,3,6,4,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,0
5,1,2,1,1,3,3,3,1,1,1,2,1,2,2,1,1,1,1,1,2,3,3,3,1,2,3,3,0
67,1,1,2,1,1,2,4,1,5,4,1,1,2,1,2,2,1,1,1,2,1,2,3,1,2,2,3,0
58,2,1,2,2,2,2,4,1,5,6,1,1,2,2,1,1,1,1,2,2,3,1,1,1,1,3,1,1
27,2,1,2,1,3,3,1,3,6,2,2,2,1,2,2,1,1,1,1,1,3,1,3,1,1,2,2,1
15,2,1,2,2,2,1,3,4,3,4,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1
35,1,2,2,1,2,1,2,4,4,4,2,2,1,2,2,1,1,2,1,1,1,3,3,1,2,2,1,1
53,2,1,1,2,2,1,3,2,4,3,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,3,3,0
44,3,1,1,2,1,3,3,2,5,4,2,1,2,2,2,1,1,2,2,2,3,2,2,1,1,3,1,0
26,1,1,1,2,3,3,3,1,3,3,1,2,1,1,1,2,2,1,2,1,2,3,2,1,1,3,2,1
47,2,1,1,2,1,1,3,4,4,4,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,3,3,0
34,3,2,2,1,1,1,2,3,1,6,2,2,2,2,1,2,1,1,1,1,3,2,1,2,2,3,1,0
50,3,2,1,1,3,1,3,3,2,4,1,2,2,1,1,1,2,2,1,1,4,1,1,1,1,3,2,0
12,2,2,2,2,3,3,3,3,3,2,1,1,2,2,1,2,2,1,1,1,4,1,2,2,2,1,3,0
4,3,2,1,2,3,3,1,4,6,2,1,1,1,1,2,2,2,1,1,1,1,1,3,1,1,3,2,0
48,1,1,1,2,3,2,4,4,5,5,1,2,1,2,2,2,2,1,1,2,2,3,1,1,2,2,2,0
55,1,2,2,2,1,1,4,1,2,5,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,3,0
1,3,1,2,1,3,1,4,2,4,3,1,1,2,2,1,2,2,1,1,2,4,2,1,1,1,2,1,0
66,1,2,2,2,3,2,4,4,4,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1
30,2,2,1,1,3,1,2,3,6,5,1,1,1,1,1,2,2,2,1,2,4,2,3,2,2,2,3,0
3,3,1,2,1,2,2,1,4,3,6,2,2,1,1,2,2,2,1,2,2,3,3,1,2,1,2,1,0
21,1,2,1,1,3,3,1,2,2,4,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1
49,2,2,2,1,3,2,1,2,4,2,2,1,2,2,1,1,1,2,1,1,2,3,3,2,1,1,3,0
62,2,2,2,2,1,2,3,3,3,6,1,2,1,1,1,1,2,1,2,1,4,1,1,1,2,2,2,0
38,1,1,1,2,2,3,3,1,2,6,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1
15,3,2,1,1,1,1,1,2,5,4,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,1,1,0
52,2,1,1,1,2,2,2,2,5,4,1,1,2,1,1,2,1,2,2,1,3,3,1,1,1,3,1,1
46,2,2,1,1,1,2,4,2,4,6,1,1,2,1,2,2,1,2,2,1,4,3,1,1,2,2,3,1
25,2,1,2,2,1,1,2,2,3,3,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,3,1,0
21,2,1,2,1,3,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,3,3,2,2,2,1,1
5,3,2,2,2,3,3,4,4,4,4,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,3,0
70,1,1,1,2,2,2,4,3,1,3,2,2,1,1,2,1,1,2,2,2,1,1,3,2,2,3,1,1
47,1,2,2,2,2,1,4,4,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1
68,1,2,2,1,2,1,2,1,3,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,3,1,0
18,2,1,2,1,3,2,1,2,6,4,1,1,2,1,2,1,1,2,1,1,2,3,2,1,1,1,3,0
21,3,2,2,2,1,1,3,1,4,4,1,1,1,2,1,1,1,2,2,1,2,3,2,1,1,3,1,0
23,1,1,1,1,2,1,4,1,5,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,2,3,2,0
64,3,1,2,2,3,2,4,3,2,5,2,2,1,2,1,2,1,1,2,1,1,1,3,2,2,3,3,0
67,1,1,1,1,3,2,4,4,6,3,1,1,1,1,1,2,2,2,2,1,3,1,1,2,1,2,2,0
40,2,1,1,2,1,1,4,1,2,4,2,1,1,1,2,1,2,1,2,2,4,2,1,1,2,3,3,1
10,1,1,2,1,1,2,4,1,2,1,2,2,1,2,2,2,1,1,1,2,4,2,2,1,2,3,3,0
52,2,1,1,1,3,3,3,1,1,1,2,1,1,1,2,1,1,2,1,1,2,3,1,2,2,2,3,1
61,2,1,1,1,1,2,4,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,0
64,1,2,2,1,1,1,4,2,6,1,2,2,1,1,1,1,2,1,1,1,3,3,3,1,2,1,1,1
5,3,2,1,1,3,3,3,3,2,1,2,2,2,2,2,1,1,1,2,1,2,3,1,1,1,1,1,0
53,2,2,1,1,2,1,2,3,4,1,1,2,1,2,1,2,1,1,1,1,4,3,1,2,1,2,1,0
55,3,1,2,2,2,1,1,3,1,4,2,2,1,1,1,2,2,2,1,1,3,2,1,1,2,2,1,0
37,1,2,1,1,3,3,2,1,3,6,1,2,2,2,2,1,1,2,1,2,1,3,1,1,2,2,3,0
56,2,1,1,1,2,2,4,1,5,6,1,2,2,1,1,2,1,1,1,2,4,2,2,1,1,2,3,0
59,3,1,2,1,3,1,2,2,4,3,2,1,2,1,1,2,1,1,2,2,2,1,3,2,2,2,2,0
69,2,1,2,2,3,2,3,1,6,1,2,2,2,2,2,1,1,2,1,2,2,3,3,2,1,1,1,0
59,1,2,2,2,1,2,4,4,6,1,2,2,1,2,1,2,1,2,1,2,3,2,3,1,2,2,3,1
2,2,2,1,2,2,3,2,4,3,6,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1
65,1,2,1,2,3,1,1,1,6,1,1,1,2,2,1,2,2,2,1,2,4,2,2,1,1,1,1,1
60,3,2,1,2,2,3,2,4,6,1,2,2,2,2,1,2,2,2,1,2,1,3,3,1,2,3,2,0
51,2,1,1,1,2,3,4,4,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,3,1
30,3,2,2,1,2,1,4,3,5,2,2,2,2,2,2,1,1,2,1,2,1,1,3,1,2,1,1,0
11,1,1,1,1,3,1,4,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,0
39,1,2,2,2,1,3,3,3,5,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,2,3,2,1
63,3,2,1,2,2,3,4,4,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,0
64,3,2,2,1,3,3,2,3,6,5,1,2,2,1,1,1,2,1,1,2,1,2,3,2,2,3,1,0
61,1,2,2,2,2,1,1,4,3,5,1,1,1,2,2,1,1,1,2,2,2,1,3,1,1,1,2,0
54,3,2,2,1,1,1,2,3,3,3,2,1,2,1,1,1,2,2,2,1,3,3,3,2,1,2,2,0
58,1,2,2,1,2,3,1,1,4,2,1,2,1,2,1,2,2,1,1,1,3,3,1,2,1,1,1,1
56,3,1,2,2,3,1,4,4,3,4,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,0
34,1,1,1,2,2,1,1,1,1,3,2,2,2,1,2,2,2,2,1,2,4,3,3,2,1,1,2,1
31,1,1,1,2,2,1,3,2,1,3,2,1,2,2,1,2,2,1,2,2,3,1,3,2,2,3,3,1
52,2,1,1,2,2,2,3,4,5,1,2,2,1,2,1,2,2,2,1,1,1,3,1,2,2,3,2,1
1,1,1,2,1,1,2,3,3,6,1,1,2,2,1,2,2,1,2,1,2,4,3,3,1,2,2,2,1
55,1,1,1,2,2,3,3,2,2,4,2,2,1,1,2,1,1,1,2,1,2,3,3,1,2,3,3,0
22,2,1,1,1,3,2,3,1,6,5,1,2,1,1,2,1,1,1,1,2,1,2,3,1,2,3,1,0
40,2,2,2,1,2,3,1,1,5,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,3,2,1
1,3,1,1,1,2,3,1,1,4,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,0
65,3,1,1,1,2,1,4,2,6,4,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,3,0
63,1,1,1,2,1,3,1,4,4,6,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1
54,3,1,2,1,3,3,1,4,6,4,2,2,1,2,2,1,2,2,1,2,4,2,2,2,2,2,1,0
42,3,1,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,2,1,1,3,3,2,2,1,1,1,0
21,1,2,1,1,3,3,4,1,4,4,1,2,1,2,1,2,2,1,2,1,4,2,3,1,2,2,1,1
22,2,1,1,2,3,1,1,1,6,5,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,0
38,2,1,1,2,1,1,4,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,0
8,1,1,2,2,3,3,3,2,2,5,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1
62,1,1,2,2,2,2,1,1,5,5,1,1,2,1,1,2,1,1,2,1,2,1,3,1,1,3,2,0
47,1,2,1,1,1,2,2,3,6,6,2,2,2,1,2,1,1,2,1,2,1,3,1,2,1,3,2,1
17,1,2,2,1,1,3,2,4,4,2,1,1,1,2,2,1,1,1,1,1,3,3,1,1,2,2,3,0
17,1,1,2,1,3,1,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,3,3,2,2,3,1,0
13,1,1,1,2,1,3,2,4,4,2,1,1,1,2,2,2,2,1,1,2,1,2,3,1,2,1,3,1
17,3,2,1,2,3,3,2,2,3,2,2,2,1,1,2,1,2,1,2,2,1,3,2,2,2,3,2,0
38,3,1,2,2,3,1,3,3,4,4,2,2,1,1,1,1,2,1,1,2,4,1,2,2,2,3,3,0
45,3,1,1,2,1,2,1,2,2,3,2,1,1,1,2,1,1,2,1,1,1,3,3,1,2,2,2,0
6,2,1,2,1,2,3,2,4,4,1,1,2,2,2,2,1,1,1,1,2,4,3,1,2,1,1,2,0
35,1,1,2,2,3,1,2,3,3,5,2,1,2,1,2,1,1,2,1,1,4,3,3,1,2,1,3,1
14,1,1,1,1,1,1,1,3,4,6,2,2,2,2,2,2,1,2,1,2,4,3,3,1,2,3,2,1
61,3,2,2,2,1,3,3,3,2,4,1,2,1,1,1,1,1,1,2,1,4,3,1,1,1,3,2,0
15,2,1,2,1,3,1,2,3,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,3,3,1
54,3,2,2,1,3,3,2,4,2,6,1,2,2,1,2,2,1,1,2,2,3,2,2,2,1,2,3,0
27,1,1,1,1,3,2,3,3,1,2,1,1,1,2,1,1,2,1,1,2,2,3,3,1,2,3,1,1
13,1,1,2,2,3,3,2,4,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,3,3,1
31,3,2,1,1,2,2,1,2,5,4,2,2,1,2,1,2,2,2,1,1,1,3,3,2,1,2,2,0
35,3,2,1,2,2,1,2,4,6,6,1,2,1,1,1,2,1,2,2,1,2,2,3,2,2,1,1,0
60,1,1,2,1,2,3,2,1,2,6,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1
6,3,2,1,2,2,1,2,3,5,5,2,2,1,2,2,2,2,2,1,2,4,2,3,2,2,3,3,0
69,1,2,1,1,1,3,1,4,1,2,1,1,2,2,2,1,1,1,2,2,3,3,3,2,1,3,2,1
58,3,2,2,1,3,1,1,2,4,4,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,3,1
49,2,2,2,2,1,2,4,1,1,5,1,2,2,1,2,2,2,1,1,2,4,2,1,1,1,2,3,0
23,1,1,2,1,1,3,2,1,2,4,1,2,2,2,1,2,2,2,1,1,3,3,1,2,2,3,3,0
34,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,1,1,1,1,1
26,3,1,2,1,1,3,2,1,2,2,1,1,1,1,1,2,1,1,1,1,3,3,1,2,2,3,3,0
47,2,2,1,1,2,3,3,1,2,5,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,2,0
5,3,1,2,2,3,2,3,4,4,4,1,2,1,2,2,2,2,2,2,1,2,3,2,2,1,3,1,0
20,2,2,2,1,2,1,2,3,5,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,3,1,1
6,2,1,2,1,3,3,3,4,3,4,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,0
70,2,2,1,2,2,3,1,3,5,1,1,2,2,1,2,1,2,1,1,1,2,3,2,2,2,1,2,1
59,1,2,1,1,1,3,2,4,1,5,1,2,1,1,2,2,2,2,2,1,3,2,1,1,1,3,3,1
64,2,2,1,1,1,3,2,2,2,3,2,2,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1
18,3,1,1,2,2,3,2,3,2,5,1,1,1,1,2,1,2,1,1,1,2,1,3,2,1,3,3,0
4,3,1,2,2,3,1,4,1,3,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,3,3,0
17,1,2,2,1,3,3,4,1,5,4,2,1,1,1,1,1,1,2,1,1,2,3,2,2,1,2,2,0
14,1,2,1,1,2,3,4,4,1,6,2,2,2,2,2,2,2,2,1,1,2,3,2,2,1,3,1,1
13,3,1,2,2,1,3,2,3,2,5,1,1,1,2,1,2,2,2,2,1,1,3,2,1,2,3,2,0
7,2,1,1,1,3,1,2,2,6,3,1,2,2,2,2,2,2,2,1,1,4,3,3,2,1,1,1,1
44,3,2,2,1,2,3,4,2,3,1,1,2,2,2,2,1,1,2,2,1,1,1,3,1,1,2,1,0
15,1,1,2,2,3,3,3,3,3,2,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,3,1
19,1,2,2,1,1,2,1,2,6,4,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,3,1
63,3,2,2,2,3,2,3,4,1,1,1,1,1,2,1,1,1,1,1,2,4,1,1,2,2,3,1,0
35,2,1,2,1,2,3,4,2,3,2,1,2,1,2,1,2,2,1,1,1,3,2,2,2,2,3,1,0
35,2,1,1,1,3,3,1,1,6,5,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,3,3,0
19,1,1,2,2,3,2,4,3,3,5,2,1,2,1,2,1,1,2,1,2,3,2,2,1,1,1,1,1
20,3,1,2,2,1,1,1,3,5,3,1,2,2,1,2,2,1,1,2,2,3,1,1,2,1,1,1,0
35,3,2,2,1,1,1,1,1,2,6,2,2,1,2,2,2,2,1,2,2,3,3,1,1,1,3,1,0
32,1,1,1,1,1,2,1,1,5,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1
48,3,1,2,1,1,3,4,3,3,5,1,2,1,1,1,1,1,2,2,2,4,2,1,1,2,2,1,0
44,1,2,1,1,2,2,4,3,4,3,1,1,2,1,1,1,1,1,1,2,1,3,3,2,2,2,1,1
24,2,1,1,2,3,1,1,1,1,4,1,2,2,2,1,1,1,2,2,1,4,3,1,2,1,2,3,0
61,2,1,2,1,3,2,2,2,3,4,1,1,2,1,2,2,2,1,2,1,1,3,2,2,2,1,3,0
17,3,2,2,1,3,1,2,4,3,1,2,2,2,1,1,1,2,2,2,1,3,3,1,2,1,2,2,0
50,2,2,2,1,3,3,2,1,6,4,1,2,1,2,1,1,2,2,1,2,3,2,3,1,1,3,3,0
65,2,2,2,2,2,3,2,4,5,5,2,2,2,1,1,2,2,1,1,2,3,1,2,1,2,3,1,1
32,1,1,1,1,1,3,3,2,1,4,2,1,2,1,2,2,1,1,2,1,2,3,1,2,2,3,2,1
36,1,1,2,1,3,1,3,3,6,5,1,2,2,1,2,2,2,1,1,1,3,3,1,1,1,2,1,0
13,3,2,2,1,3,2,2,3,2,3,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,0
70,1,2,1,1,1,3,4,3,1,5,1,2,2,1,2,2,1,1,2,1,2,3,1,1,1,1,1,1
58,3,1,1,1,1,1,2,3,3,5,2,1,2,2,2,1,2,2,1,2,3,2,3,2,1,3,2,1
14,3,1,2,2,3,3,1,3,5,1,2,1,2,2,2,2,1,1,2,2,4,2,1,2,2,1,3,1
37,1,2,2,1,1,2,1,1,4,4,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,3,0
68,2,1,1,1,3,3,4,3,3,5,2,2,2,1,1,1,2,1,2,2,3,2,2,1,1,1,3,0
40,2,1,2,2,3,1,1,4,1,1,2,1,2,1,1,1,1,1,2,2,1,3,3,1,2,3,1,1
59,2,2,1,2,3,1,2,3,6,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1
16,2,1,1,2,3,3,2,4,6,1,1,1,1,1,2,2,1,2,1,2,1,3,3,2,1,1,3,0
62,3,1,1,1,3,3,4,4,1,2,2,1,1,2,1,1,2,1,2,1,3,1,1,2,2,2,2,0
4,2,2,2,2,3,1,4,3,4,1,2,1,2,1,1,2,2,2,1,2,1,3,3,2,1,2,2,0
45,3,2,1,1,1,3,4,3,1,1,2,1,1,1,2,2,1,1,1,1,3,2,2,2,1,2,1,0
28,1,1,1,1,2,3,3,2,6,5,2,1,1,1,1,2,1,1,1,2,1,3,1,2,2,2,2,1
66,1,2,2,1,2,3,1,3,1,1,2,2,1,2,1,1,2,2,2,2,4,2,2,2,2,3,3,1
31,3,1,2,1,3,2,1,4,6,1,2,2,2,2,2,2,2,1,1,1,3,3,2,1,2,3,3,0
3,2,2,1,1,1,2,3,2,5,2,2,1,2,1,1,1,2,1,1,1,4,2,3,1,2,1,2,0
8,3,2,1,2,3,2,1,4,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,3,2,0
24,2,2,1,1,1,3,4,2,2,1,1,1,2,1,1,2,2,1,1,2,4,2,2,2,1,1,2,0
15,2,1,1,1,3,1,1,4,4,1,1,1,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,1
43,3,1,2,2,3,3,2,3,3,5,1,1,2,2,1,1,2,1,1,2,1,2,3,1,1,1,3,0
31,3,2,2,1,2,3,3,2,4,5,1,1,2,2,2,1,2,2,1,1,3,1,2,2,1,1,3,0
45,2,2,1,1,1,2,3,4,6,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,2,3,1,1
66,3,2,1,2,1,1,1,3,3,5,2,2,1,1,2,2,2,1,2,2,3,3,1,2,2,1,2,0
8,2,1,2,2,2,2,3,2,5,4,2,1,2,1,2,2,2,1,1,2,1,2,3,1,1,3,3,1
57,3,1,2,1,2,1,1,1,1,6,2,1,1,1,1,1,1,1,2,2,2,3,2,1,2,1,2,0
30,1,1,2,2,2,3,1,3,6,3,1,2,1,2,1,2,1,1,2,2,4,2,3,1,1,3,3,0
18,2,1,2,2,2,3,2,4,3,2,1,1,2,1,1,1,2,1,2,1,4,1,3,2,2,2,1,0
69,1,1,2,2,1,3,2,3,3,2,2,2,1,2,1,2,1,1,2,2,1,3,2,2,1,3,3,1
39,3,1,1,2,1,1,1,4,5,5,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,3,0
60,1,2,2,1,2,2,3,4,6,3,1,2,2,2,2,1,1,1,1,1,2,2,3,1,2,3,1,1
43,3,1,2,1,3,2,3,4,4,3,2,2,2,2,2,1,1,1,1,2,4,1,1,2,1,2,2,0
45,2,1,2,2,3,2,2,4,6,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,3,1
23,3,1,2,2,3,1,1,2,4,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,3,1,0
69,3,1,1,2,3,1,1,1,4,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,0
6,2,2,1,1,1,3,2,3,1,5,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,0
56,3,2,2,2,1,2,1,4,5,3,2,1,2,1,2,2,2,1,1,1,4,3,1,2,2,1,3,0
4,2,2,2,2,1,1,2,2,3,1,1,2,1,2,1,1,2,1,1,1,2,3,1,1,2,2,2,0
23,3,2,1,2,3,2,1,2,4,3,2,1,2,2,1,1,1,2,2,1,4,1,3,2,1,2,3,0
6,2,1,2,2,2,2,3,4,4,6,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,3,0
32,1,1,2,1,3,1,2,3,4,1,1,2,2,1,1,2,1,1,2,1,1,2,3,2,2,3,3,1
18,3,1,2,2,1,1,1,4,2,1,1,2,1,2,1,2,2,2,2,2,4,1,2,1,1,1,1,0
15,3,2,1,2,3,3,1,2,1,3,2,2,2,2,1,1,2,2,2,2,4,2,2,2,2,2,2,0
40,3,2,1,2,2,3,2,3,4,5,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,3,0
6,2,1,1,2,2,3,4,1,6,6,2,2,2,1,1,2,1,2,1,1,4,3,2,2,1,3,2,0
63,3,2,2,1,3,2,4,1,2,4,2,1,1,2,1,2,2,1,1,2,1,3,1,2,1,1,3,0
67,2,1,1,2,1,2,1,1,5,4,2,2,1,2,1,1,1,1,1,1,2,3,3,1,2,2,2,0
11,3,2,2,1,1,3,1,1,3,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,0
43,1,2,2,1,1,2,1,4,4,6,2,2,2,2,2,1,1,2,1,2,3,3,2,2,2,3,2,0
17,3,1,1,1,3,2,4,2,1,4,1,2,2,1,2,1,2,2,2,2,3,1,1,2,1,1,1,0
4,1,2,1,1,1,2,2,2,4,6,2,1,2,2,1,1,1,1,2,2,4,3,2,2,1,2,1,0
63,2,2,2,2,3,2,4,2,1,3,2,1,2,2,2,2,1,1,1,2,1,2,3,1,1,2,2,0
68,1,1,2,2,1,1,3,3,2,2,1,1,1,2,1,1,2,1,2,2,3,2,2,1,2,1,3,0
41,3,1,2,1,2,1,4,1,1,4,1,2,2,1,1,2,2,1,1,2,3,3,2,1,2,3,3,0
5,3,2,1,2,2,3,4,3,6,6,2,2,2,2,2,1,1,1,1,1,3,3,2,2,2,3,3,0
32,2,1,2,1,1,3,1,1,5,4,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,3,3,1
70,3,2,2,2,3,2,2,3,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,3,2,0
35,3,1,1,2,1,2,2,2,6,1,1,2,2,2,1,2,1,1,2,1,1,3,2,2,2,2,3,0
22,2,1,2,1,3,1,4,2,3,4,1,1,2,2,2,2,2,1,1,1,3,3,1,1,2,1,3,0
65,2,2,2,2,2,2,1,2,2,6,2,2,2,1,2,2,2,1,2,2,1,2,3,1,1,2,1,1
22,1,2,1,1,3,2,2,3,1,6,1,1,2,2,2,2,1,1,1,2,4,3,1,2,1,1,2,1
11,2,1,2,2,1,3,1,4,4,6,1,2,1,2,2,1,1,2,2,2,1,2,3,2,2,1,1,0
3,3,2,2,1,2,2,4,2,5,2,2,1,2,2,2,1,1,1,1,1,4,3,1,2,2,3,1,0
9,2,2,1,1,3,1,2,2,3,3,2,1,1,1,2,2,2,1,1,1,1,2,3,2,1,3,3,0
60,3,1,2,1,3,2,3,1,1,6,1,2,2,2,1,2,2,1,1,2,4,1,3,2,2,1,3,0
14,1,2,2,1,2,2,4,3,1,4,1,2,1,1,2,1,2,2,1,1,2,3,1,2,1,1,2,1
18,2,2,1,1,1,2,4,3,3,3,2,2,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,0
23,3,2,1,1,2,2,3,2,3,6,2,2,1,2,2,1,2,2,1,2,3,3,3,1,2,2,3,0
47,2,2,1,1,1,2,4,4,1,2,1,2,1,1,2,1,2,1,1,2,4,1,2,2,2,1,1,0
69,2,1,2,2,1,1,3,3,4,5,1,2,1,2,2,2,1,1,1,2,2,3,3,1,1,2,3,0
47,2,2,2,1,3,3,3,4,4,2,2,2,2,1,1,2,1,2,1,1,4,3,2,2,1,1,3,0
30,2,1,1,2,1,2,4,4,4,5,2,1,2,2,1,1,1,1,1,1,3,2,3,1,2,3,3,0
25,1,2,1,1,1,3,3,2,1,1,1,2,2,1,2,1,2,1,1,1,2,3,2,1,1,1,3,1
28,3,1,2,1,2,3,3,4,2,3,1,2,2,1,1,2,1,1,1,1,3,3,1,2,2,1,2,0
25,2,2,1,2,2,1,4,3,1,1,2,2,2,1,1,1,1,1,1,2,4,2,1,1,1,2,1,0
58,3,1,2,2,1,3,4,4,2,3,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1
41,1,1,2,2,3,2,3,1,4,2,2,1,2,2,1,1,1,1,2,1,3,1,2,2,2,2,2,1
25,3,1,2,1,2,2,1,3,1,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,0
48,3,1,2,1,3,2,4,2,6,4,2,2,1,1,2,1,1,2,1,2,3,1,2,2,2,3,2,0
10,1,2,1,2,2,2,4,3,4,5,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,3,3,0
11,2,1,1,1,2,1,1,3,1,4,1,1,2,2,1,1,1,2,1,1,1,3,3,2,1,3,3,0
21,3,2,2,1,1,3,4,4,4,3,2,1,1,2,1,2,1,2,1,1,1,3,1,2,1,3,1,0
45,3,1,2,1,2,1,1,1,3,4,1,2,2,2,2,1,2,2,1,1,2,3,3,2,2,2,2,0
7,2,1,1,1,2,3,2,4,6,1,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,1,1,1
64,2,2,2,2,3,1,4,4,1,6,1,2,1,1,1,1,1,1,2,1,1,3,2,2,1,2,2,1
64,3,1,1,2,2,1,4,4,2,4,2,1,1,1,1,2,2,2,2,2,3,1,1,1,1,3,1,0
2,1,2,2,1,2,1,2,4,4,1,1,2,2,2,2,1,1,1,1,2,1,3,1,2,2,1,2,1
42,2,1,2,2,3,2,4,4,6,5,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,0
54,2,2,2,2,1,2,3,3,6,5,1,1,1,1,2,1,1,2,1,1,3,2,2,1,1,1,3,0
16,1,2,1,1,1,1,3,1,6,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1
18,3,1,2,1,2,3,2,1,5,2,2,1,1,2,2,2,2,2,1,2,2,3,1,2,1,1,3,0
59,2,2,1,1,2,3,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,3,1
16,3,2,1,1,3,2,2,2,5,1,1,1,2,1,2,1,2,1,1,2,2,2,3,1,2,3,1,0
6,3,1,2,1,1,1,3,1,4,2,2,1,2,1,2,2,2,2,1,1,3,2,1,1,1,3,3,0
